,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
342,N/A,Faron Young,"Well, I spent the better part of my life
On a Mississippi riverboat
I used to be known from coast to coast
As the slickest gambler afloat.

I've dealt the cards from Minnesota
To the harbor in New Orleans
I made a lotta big money on the riverboat
I loved a lotta pretty riverboat queens.

Riverboat, riverboat
I love your whistle's wail
I wish I was back on the riverboart
'Stead of in the Memphis jail.

Oh, a big man got on the riverboat
Our last time in St. Paul
He had a lotta money but his luck went bad
And the riverboat won it all.

He said I dealt from the bottom of the deck
And he pulled a shiny knife
But before that gambler lunged at me
My .44 took his life.

Riverboat, riverboat
I love your whistle's wail
I wish I was back on the riverboart
'Stead of in the Memphis jail.

Well, they came on the boat and they took me to jail
When we got to Tennessee
A gamblin' man has very few friends
Guess nobody cared for me.

So I might be here for a many long years
But if I ever get out 
I'm gonna head straight for that levee
And get me a riverboat headin' south.

Riverboat, riverboat
I love your whistle's wail
I wish I was back on the riverboart
'Stead of in the Memphis jail.

'Stead of in the Memphis jail...",Riverboat,Faron Young Sings The Best Of Faron Young,1960,12,,Track 'A1',Single,False
343,N/A,Faron Young,,A Lifetime Isn't Long Enough,Faron Young Sings The Best Of Faron Young,1960,12,,Track 'A2',Single,False
344,N/A,Faron Young,"Was I farther from your conscience standing face to the wall
I suspected there was something that you weren't telling me
And last night I learned the reason for it all
I was looking through your window saw you kissing someone else
You reached up and turned my picture slowly face to the wall
Face to the wall so you wouldn't have to see anything at all to make you think of me
Did the cheapness of the moment make you feel ashamed and small
Was I farther from your conscience standing face to the wall

Alone out in the darkness were the eyes that worshipped you
As you cheated me I watched my idle fall
With your arms around another and his lips where mine should be
Then I saw you turned my picture slowly face to the wall
Face to the wall...",Face To The Wall,Faron Young Sings The Best Of Faron Young,1960,12,,Track 'A3',Single,False
345,N/A,Faron Young,"Everytime I'm kissing you
I think of you kissing him
I came home and I found you
In the arms of a friend.

I should have turned and walked away
When I saw you kissing him
You beg me to forgive you
But I wonder if I can.

'Cause every time I'm kissing you
I think of you kissing him
You even said you were ashamed
But it hurts me just the same.

And I'll have to pay the cost
'Cause I can't hold the love that's lost
I thought I was the only one
But you don't know the harm you've done.

'Cause every time I'm kissing you
I think of you kissing him.

You even said you were ashamed
But it hurts me just the same.

And I'll have to pay the cost
'Cause I can't hold the love that's lost
I thought I was the only one
But you don't know the harm you've done.

'Cause every time I'm kissing you
I think of you kissing him...",Everytime I'm Kissing You,Faron Young Sings The Best Of Faron Young,1960,12,,Track 'A4',Single,False
346,N/A,Faron Young,,A Long Time Ago,Faron Young Sings The Best Of Faron Young,1960,12,,Track 'A5',Single,False
347,N/A,Faron Young,"Are there any memories you're keeping in your heart
Could there be an old old flame that might keep us apart

Well there can be no other love that is if you want me

And that's the way it's gotta be

Arms that love one woman that's how it is with me

You tell me that you're so in love but is it all with me

I remember when you said that you were mine alone

Still I can't convince my heart that you're my very own

And if I find you've been untrue you've seen the last of me

And that's the way it's gotta be

And that's the way it's gotta be",That's The Way It's Gotta Be,Faron Young Sings The Best Of Faron Young,1960,12,,Track 'A6',Single,False
348,N/A,Faron Young,"You want me to come back and love you again
I hear you talkin' but your words ain't comin' in
You want me to be something that I ain't never been
I hear you talkin' but your words ain't comin' in.

I learned the lesson you taughed to me
I might be a guessin' but I think you made a fool of me
You should've thought of the way you'd feel before you were untrue
I hear you talkin' but your words ain't comin' in.

You want me to come back and love you again
I hear you talkin' but your words ain't comin' in
You want me to be something that I ain't never been
I hear you talkin' but your words ain't comin' in.

I guess I loved you but I found out so soon
'Cause this heart of mine was fallin' so in love with you
Best of him lots of luck I guess this is the end
I hear you talkin' but your words ain't comin' in.

I hear you talkin' but your words ain't comin' in.
I hear you talkin' but your words ain't comin' in...",I Hear You Talkin',Faron Young Sings The Best Of Faron Young,1960,12,,Track 'B2',Single,False
349,N/A,Faron Young,"I met you, my country girl
You didn't have a thing
I fell in love, I dressed you up
Then I bought the ring

I was teaching you to love
You were learning fine
Then one day, you learned too much
And it poisoned your sweet mind

Now you've gone and left me
You're with somebody new
But I wonder if you told him
I bought the clothes on you

When you two are dancin'
And you whisper soft and sweet
I wonder if you tell him
I bought the shoes on your feet

Now I've lost my country girl
To a city love affair
He'd built you up, you fell for him
You didn't treat me fair

You think that he's a dream come true
He says he loves you so
But wait until the word gets out
I taught you all that you know

Now you've gone and left me
You're with somebody new
But I wonder if you told him
I bought the clothes on you

When you two are dancin'
And you whisper soft and sweet
I wonder if you'll tell him
I bought the shoes on your feet...",Country Girl,Faron Young Sings The Best Of Faron Young,1960,12,,Track 'B3',Single,False
350,N/A,Faron Young,"How I'd love to be around you
When the lonely night surrounds you
How I'd love to be alone with you

What I'd give to have the power
To read your mind one hour
How I'd love to be alone with you.

Just to be with you one night
You and me alone
Kiss your lips and hold you tight
Have you for my own.

This would be a joy unending
Could be a real beginning
How I'd love to be alone with you.

How I'd love to be around you
When the lonely night surrounds you
How I'd love to be alone with you.

If I only knew for certain
I'd cut out all my flirtin'
How I'd love to be alone with you.

Just to be with you one night
You and me alone
Kiss your lips and hold you tight
Have you for my own.

Won't you try to be my baby
Just for once and then well maybe
I could always be alone with you.

Won't you try to be my baby
Just for once and then well maybe
I could always be alone with you.
And I could always be alone with you...",Alone With You,Faron Young Sings The Best Of Faron Young,1960,12,,Track 'B4',Single,False
351,N/A,Faron Young,,I'll Be Alright In The Morning,Faron Young Sings The Best Of Faron Young,1960,12,,Track 'B5',Single,False
352,N/A,Faron Young,,I Hate Myself (For Falling In Love With You),Faron Young Sings The Best Of Faron Young,1960,12,,Track 'B6',Single,False
353,N/A,Kitty Wells,,It Wasn´t God Who Made Honky Tonk Angels,The Kitty Wells Story,1963,24,,Track 'A1',Single,False
354,N/A,Kitty Wells,,I Heard The Juke Box Playing,The Kitty Wells Story,1963,24,,Track 'A2',Single,False
355,N/A,Kitty Wells,"You say that I was all to blame
That's untrue because you know
I gave my heart and soul to you
A million tears ago

But you were satisfied at least
You told me so-ho-ho
That was just a wedding ring ago
I couldn't offer much to you

Just a promise to bring you joy
And I was much too young to see
You used me like a toy
Then one day a stranger came

Her name I did not know-ho-ho
That was just a wedding ring ago

She was a millionaire
It was what you wanted you thought
But much too late you realized
Happiness could not be bought

You left her, now you want me back
But another's love I know-ho-ho
I made him mine a wedding ring ago",A Wedding Ring Ago,The Kitty Wells Story,1963,24,,Track 'A3',Single,False
356,N/A,Kitty Wells,"Yes, I thought that you were true when I fell in love with you
For you told me you always would play square
Then I learned you had a home, that your wife had not gone wrong
And our love was just a backstreet affair
Was too late to say no when I found you'd fooled me so
For as time passed on I'd learned too much to care
Though I knew I must atone, but my will was not my own
I'm paying for that backstreet affair
You didn't count the cost, you gambled and I lost
Now I must pay with hours of deep despair
You still can live your life with a true, forgiving wife
But I can't live down our backstreet affair
The love I gave so free is left to torture me
Though I know it's hopeless and it isn't fair
But, still I must go on while the gossips spread are wrong
I'm paying for that backstreet affair",Paying For That Back Street Affair,The Kitty Wells Story,1963,24,,Track 'A4',Single,False
357,N/A,Kitty Wells,,I Don´t Claim To Be An Angel,The Kitty Wells Story,1963,24,,Track 'A5',Single,False
358,N/A,Kitty Wells,"Once you were my life and breath
And you rode your free horse to death
Oh you trifled around too much
Then you lost your loving touch

Now whose shoulder will you cry on
You didn't love me all alone
'Cause you can't love and do me wrong
I don't trust you no more
So go knock on another's door
And whose shoulder will you cry on

Just let those hot tears burn your eyes
They're just payments on the line
That made a wreck of me
From that chain I've been set free
Now whose shoulder will you cry on

You didn't love me all alone...",Whose Shoulder Will You Cry On,The Kitty Wells Story,1963,24,,Track 'A6',Single,False
359,N/A,Kitty Wells,"Tomorrow was to be my wedding day, but I gave my wedding dress away
Another will be holding my bouquet, and I gave my wedding dress away.
My baby sister wanted him, and so she took my place
It's worth my broken heart to see, the smile upon her face
I've cared for her simce Mother went away, so I have my wedding dress away.

spoken:
Everything I always wanted, she always wanted too, and maybe giving in to her was not the thing to do. She's all I have to live for, she's the only joy I ever had, and though she's hurt me many times, she really isn't bad. I saw the lovelight in her eyes, the day she met my ""Jim"" and then I knew that he belonged to her and she belonged to him.

If I could win him back again, our love would be devine, but I would break her heart the way that she broke mine. Another will be holding my bouquet, and I gave my wedding dress away.",I Gave My Wedding Dress Away,The Kitty Wells Story,1963,24,,Track 'B1',Single,False
360,N/A,Kitty Wells,"Please release me
Let me go
I don't love you anymore

To live together is a sin
Release me 
And let me love again

I have found a new love dear
And I'll always want him near
His lips are warm
While yours are cold

Release me darling
Let me go

Oh please release me
Let me go...",Release Me,The Kitty Wells Story,1963,24,,Track 'B2',Single,False
361,N/A,Kitty Wells,"After dark you come slipping back to me
From the one who shares your name but scorns your love
While the one who has your name from scandal is free
But the whole world my darling looks down on me
Don't you think I have no pride or shame
Don't you care that we're the gossips of the town
Does our love to you just mean a past time lark
Are you ashamed to be with me till after dark

Here out late I can't help but doubt your love
So many things you've promised have turned to lies
You say I'm your love and you're all mine I'm so tired of double talking your alibis
Don't you think I have no pride...",After Dark,The Kitty Wells Story,1963,24,,Track 'B3',Single,False
362,N/A,Kitty Wells,"You're uptown tonight where all the bright lights glow
Where all the honky tonks with wine and music flow

And I've been walking with these blues since then down
Looking for you on the lonely side of town

I can see the lights of town from where I stand
Now I know you're having fun and holding hand

I knew tonight when you never came around
That you had left me on the lonely side of town

Thought the life they live up there has lured your heart
To where they dance and slip around till after dark

Now the wild life and the pretty girls you found
And you left me on the lonely side of town

I wish I could be uptown with you tonight
For I'm afraid that you found someone new you like

Now I don't want to give away my wedding gown
And be left on the lonely side of town",Lonely Side Of Town,The Kitty Wells Story,1963,24,,Track 'B4',Single,False
363,N/A,Kitty Wells,"Making believe that you still love me
It's leaving me alone and so blue
But I'll always dream
Still, I'll never own you
Making believe
It's all I can do

Can't hold you close 
When you're not with me
You're somebody's love
You'll never be mine
Making believe
I'll spend my lifetime 
Loving you
Making believe

Making believe that I never lost you
But my happy hours I find are so few
My plans for the future will never come true
Making believe
What else can I do?

Can't hold you close
When you're not with me
You're somebody's love
You'll never be mine
Making believe
I'll spend my lifetime 
Loving you
Making believe",Making Believe,The Kitty Wells Story,1963,24,,Track 'B5',Single,False
364,N/A,Kitty Wells,"Searching, I've spent a lifetime, darling
Searching, looking for someone like you
Dreaming, in all my dreams I dream
That someday I'd find someone like you

Other love have come my way but they were not for me
Tell me that you're here to stay, don't ever set me free
'Cause I've been searching, I've spent a lifetime, darling
Searching, looking for someone just like you

Other love have come my way but they were not for me
Tell me that you're here to stay, don't ever set me free
'Cause I've been searching, I've spent a lifetime, darling
Searching, looking for someone just like you",Searching ( For Someone Like You ),The Kitty Wells Story,1963,24,,Track 'B6',Single,False
365,N/A,Kitty Wells,"Repenting yes I'm repenting those few careless hours that never should have been
I'm begging you to let me make command
Repenting yes I'm repenting I promise never do you wrong again
On my knees I'm asking your forgiveness
Please heed a humble heart laid at your feet
Too late I know a love like yours is different
It's all I need to make my life complete
Repenting yes I'm repenting I'll never make the same mistakes again

On my knees I'm asking...",Repenting,The Kitty Wells Story,1963,24,,Track 'C1',Single,False
366,N/A,Kitty Wells,,Your Wild Life´s Gonna Get You Down,The Kitty Wells Story,1963,24,,Track 'C2',Single,False
367,N/A,Kitty Wells,,Three Ways ( To Love You ),The Kitty Wells Story,1963,24,,Track 'C3',Single,False
368,N/A,Kitty Wells,,She´s No Angel,The Kitty Wells Story,1963,24,,Track 'C4',Single,False
369,N/A,Kitty Wells,"Touch and go that's how your love is first you're mine and then we're apart
Even though I know what your game is I still cling to your touch and go heart
You only want my company when you are feeling blue
Just when I think you care a little there's someone new
Though I know how hopeless my chance is I'm just a slave for your touch and go heart

Touch and go that's how...",Touch And Go Heart,The Kitty Wells Story,1963,24,,Track 'C5',Single,False
370,N/A,Kitty Wells,"Jealousy is there no cure your distrust hurts me darling that's for sure
Have faith in my love or set me free you are driving me crazy with jealousy

Jealousy you must control your suspicious heart controls your life and soul
Don't you realize the shame it's causing me making me feel like a fool by jealousy

Jealous of the air I breathe don't be a fool your love I've never deceived
If you are in love oh can't you see that you're wrecking my life with jealousy
Jealousy is there no cure...",Jealousy,The Kitty Wells Story,1963,24,,Track 'C6',Single,False
371,N/A,Kitty Wells,,I Can´t Help Wondering,The Kitty Wells Story,1963,24,,Track 'D1',Single,False
372,N/A,Kitty Wells,"I go to see my little girl each Sunday afternoon
And how I dread the words I know she'll say
She'll ask me when I'm coming home I'll answer pretty soon
But I know I'm just her mommy for a day
She's much too young to realize why mommy can't come home
And that her daddy wanted things this way
We kiss goodbye and my heart breaks to walk away alone
To have to be her mommy for a day

I loved her dad with all my heart they lied and ruined our home
Oh why did he believe the things they said
I pray in time he'll change his mind and take me back once more
Then I'll not be her mommy for a day
She's much too young to realize...",Mommy For A Day,The Kitty Wells Story,1963,24,,Track 'D2',Single,False
373,N/A,Kitty Wells,,Amigo´s Guitar,The Kitty Wells Story,1963,24,,Track 'D3',Single,False
374,N/A,Kitty Wells,"All the time yes darling all the time tenderly constantly I'll love you
Every day I'll prove it every day in happiness or loneliness I'll love you
Other arms may tempt me don't let it worry you
For even when they tempt me I'll never be untrue
All the time yes darling all the time through the years smiles or tears I'll love you

Other arms may tempt me...",All The Time,The Kitty Wells Story,1963,24,,Track 'D4',Single,False
375,N/A,Kitty Wells,,The Other Cheek,The Kitty Wells Story,1963,24,,Track 'D5',Single,False
376,N/A,Marion Worth,,Shake Me I Rattle (Squeeze Me I Cry),Greatest Hits,1963,12,,Track 'A1',Single,False
377,N/A,Marion Worth,,Lovers' Lane,Greatest Hits,1963,12,,Track 'A2',Single,False
378,N/A,Marion Worth,,It's So Funny I Could Cry,Greatest Hits,1963,12,,Track 'A3',Single,False
379,N/A,Marion Worth,,Tennessee Teardrops,Greatest Hits,1963,12,,Track 'A4',Single,False
380,N/A,Marion Worth,,Worried Mind,Greatest Hits,1963,12,,Track 'A5',Single,False
381,N/A,Marion Worth,,Go On Home,Greatest Hits,1963,12,,Track 'A6',Single,False
382,N/A,Marion Worth,,Crazy Arms,Greatest Hits,1963,12,,Track 'B1',Single,False
383,N/A,Marion Worth,,Imitation,Greatest Hits,1963,12,,Track 'B2',Single,False
384,N/A,Marion Worth,,You're Hangin' Your Coat In Some Other Closet,Greatest Hits,1963,12,,Track 'B3',Single,False
385,N/A,Marion Worth,,There'll Always Be Sadness,Greatest Hits,1963,12,,Track 'B5',Single,False
386,N/A,Marion Worth,,A Lover's Hymn,Greatest Hits,1963,12,,Track 'B6',Single,False
387,N/A,Marion Worth,,I Lost Johnny,I Lost Johnny,1960,2,3:10,Track 'A',Single,False
388,N/A,The Browns,,Blue Bells Ring,Scarlet Ribbons (For Her Hair),1959,2,2:35,Track 'B',Single,False
389,N/A,Don Gibson,,What's Happened To Me,"Far, Far Away / What's Happened To Me",1972,2,2:22,Track 'B',Single,False
390,N/A,Jimmy Newman,,Wings Of A Dove,Highlight On Golden Country,1977,16,,Track 'A1',Single,False
391,N/A,Jimmy Newman,,The One You Slip Around With,Highlight On Golden Country,1977,16,,Track 'A6',Single,False
392,N/A,Jimmy Newman,,Whatcha Gonna Do Now,Highlight On Golden Country,1977,16,,Track 'A3',Single,False
393,N/A,Jimmy Newman,,Big Midnight Special,Highlight On Golden Country,1977,16,,Track 'A4',Single,False
394,N/A,Jimmy Newman,,Home Breaker,Highlight On Golden Country,1977,16,,Track 'A5',Single,False
395,N/A,Jimmy Newman,,Lovin You,Highlight On Golden Country,1977,16,,Track 'A6',Single,False
396,N/A,Jimmy Newman,,Hello Out There,Highlight On Golden Country,1977,16,,Track 'A7',Single,False
397,N/A,Jimmy Newman,,My Special Angel,Highlight On Golden Country,1977,16,,Track 'A8',Single,False
398,N/A,Jimmy Newman,,From A Jack To A King,Highlight On Golden Country,1977,16,,Track 'B1',Single,False
399,N/A,Jimmy Newman,,Another,Highlight On Golden Country,1977,16,,Track 'B2',Single,False
400,N/A,Jimmy Newman,,Love Has Made You Beautiful,Highlight On Golden Country,1977,16,,Track 'B3',Single,False
401,N/A,Jimmy Newman,,I Don't Love You Anymore,Highlight On Golden Country,1977,16,,Track 'B5',Single,False
402,N/A,Jimmy Newman,,Talk Back Trembling Lips,Highlight On Golden Country,1977,16,,Track 'B6',Single,False
403,N/A,Jimmy Newman,,"Big River, Big Man",Highlight On Golden Country,1977,16,,Track 'B7',Single,False
404,N/A,Jimmy Newman,,Poor Old Heartsick Me,Highlight On Golden Country,1977,16,,Track 'B8',Single,False
405,N/A,Bill Anderson,,"Long, Long Friendship",The Tip Of My Fingers,1966,2,2:55,Track 'B',Single,False
406,N/A,Hank Snow,"On days like this we would linger by the ocean
When we would dream as we lay there side by side
I don't know why but one day you got the notion
To sit and watch for the changing of the tide

And then he came just to ask a foolish question
But jealousy in my heart I could not hide
Though I don't believe it was really your intention
In your eyes I saw the changing of the tide
Now you're gone from me all you left to me
Is the restless sea to keep me company
Now I'm here alone where we used to be together
I can't forget guess I never really try
Fool that I am I'll go on and on forever
Just watching for the changing of the tide
(Fool that I am I'll go on and on forever)
Just watching for the changing of the tide",The Change Of The Tide,Miller's Cave,1960,2,2:38,Track 'B',Single,False
407,N/A,Webb Pierce,"He's in the jailhouse now
He's in the jailhouse now
I told him once or twice
To quit playin' cards and a shootin' dice
He's in the jailhouse now

Well I had a friend named Rambling Bob
Who used to steal, gamble and rob
He thought he was the smartest guy in town
But I found out last Monday
That Bob got locked up Sunday
They got him in the jailhouse way downtown

He's in the jailhouse now
He's in the jailhouse now
I told him once or twice
To quit playin' cards and a shootin' dice
He's in the jailhouse now

Now I went out last Tuesday
I met a girl named Susie
I told her I was the swellest man around
We started to spend my money
And she started to callin' me honey
We took in every honky tonk in town

We're in the jailhouse now
We're in the jailhouse now
I told her once or twice
To quit playin' cards and a shootin' dice
We're in the jailhouse now",In The Jailhouse Now,The Best Of Webb Pierce,1975,20,2:07,Track 'A1',Single,False
408,N/A,Webb Pierce,"Wondering, wondering who's kissing you
Wondering, wondering if you're wondering too
Every hour through the day since you been away
I keep wondering, yes wondering if you're wondering too

I pray every night to the good Lord above
To send back to me the one I really love

Wondering, wondering who's kissing you
Wondering, wondering if you're wondering too
Every hour through the day since you been away
I keep wondering, yes wondering if you're wondering too

I pray every night to the good Lord above
To send back to me the one I really love

Wondering, wondering who's kissing you
Wondering, wondering if you're wondering too
Every hour through the day since you been away
I keep wondering, yes wondering if you're wondering too",Wondering,The Best Of Webb Pierce,1975,20,3:00,Track 'A2',Single,False
409,N/A,Webb Pierce,,I'm Walkng The Dog,The Best Of Webb Pierce,1975,20,1:57,Track 'A3',Single,False
410,N/A,Webb Pierce,"Slowly I'm falling more in love with you
Slowly you're winning a heart that can be true
Now, I can't hide my feelings for it's so plain and true
For slowly I'm falling more in love with you

More and more I need you and want you by my side
More and more I love you as each day passes by
My heart, I know you're stealing, I hope that you'll be true
For slowly I'm falling more in love with you

Slowly I'm falling more in love with you
Slowly you're winning a heart that can be true
Now, I can't hide my feelings for it's so plain and true
For slowly I'm falling more in love with you",Slowly,The Best Of Webb Pierce,1975,20,2:16,Track 'A4',Single,False
411,N/A,Webb Pierce,"More and more I'm forgetting the past
More and more I'm living at last
Day by day I'm losin' my blues
More and more I'm forgettin' 'bout you

But oh how hard I'd tried
To keep you by my side
And oh how I cried
The day we said goodbye
Day by day I'm losin' my blues
More and more I'm forgettin' 'bout you

But oh how hard I'd tried
To keep you by my side
And oh how I cried
The day you said goodbye
Day by day I'm losin' my blues
More and more I'm forgettin' 'bout you",More And More,The Best Of Webb Pierce,1975,20,2:10,Track 'A5',Single,False
412,N/A,Webb Pierce,,Honky Tonk Song,The Best Of Webb Pierce,1975,20,2:02,Track 'D1',Single,False
413,N/A,Webb Pierce,,Backstreet Affair,The Best Of Webb Pierce,1975,20,2:37,Track 'D2',Single,False
414,N/A,Webb Pierce,"Sometimes I cry when you don't call
I'm beginnin' to think you don't love me at all
But you are still my baby, I want the whole world to know
I just love, love, love, love, love you, love you so

Friends are tryin' to tell me that I'm just a fool
Your love don't mean a thing
But I keep hoping someday if you'll see same things my way
We'll make the weddin' bells ring

Then I'll have you to keep me gay
We'll be alone both night and day
So tell everybody, I want the whole world to know
I just love, love, love, love, love you, love you so

Life's just too short to fuss and fight
If you'll trust in me, well I'll treat you right
So tell everybody, I want the whole world to know
I just love, love, love, love, love you, love you so

Friends are tryin' to tell me that I'm just a fool
Your love don't mean a thing
But I keep hoping someday if you'll see same things my way
We'll make the weddin' bells ring

Then I'll have you to keep me gay
We'll be alone both night and day
So tell everybody, I want the whole world to know
I just love, love, love, love, love you, love you so
I just love, love, love, love, love you, love you so","Love, Love, Love",The Best Of Webb Pierce,1975,20,2:02,Track 'D3',Single,False
415,N/A,Webb Pierce,"Missing you can't help but wish that you 
Were in my arms tonight making love to me
Kissing you that's all I want to do 
It never seems just right now that we're apart

I always spend my time just writing lines to you
Can't wait for you to write saying you love me too
Missing you can't help but wish that you 
Were in my arms tonight making love to me

Missing you can't help but wish that you 
Were in my arms tonight making love to me
Kissing you that's all I want to do 
It never seems just right now that we're apart

I always spend my time just writing lines to you
Can't wait for you to write saying you love me too
Missing you can't help but wish that you 
Were in my arms tonight making love to me",Missing You,The Best Of Webb Pierce,1975,20,2:12,Track 'D4',Single,False
416,N/A,Webb Pierce,"There stands the glass
That will ease all my pain
That will settle my brain
It's my first one today

There stands the glass
That will hide all my tears
That will drown all my fear
Brother, I'm on my way

I'm wondering where you are tonight
I'm wondering if you are all right
I wonder if you think of me in my misery

There stands the glass
Fill it up to the brim
'Til my troubles grow dim
It's my first one today

I'm wondering where you are tonight
I'm wondering if you are all right
I wonder if you think of me in my misery

There stands the glass
Fill it up to the brim
'Til my troubles grow dim
It's my first one today",There Stands The Glass,The Best Of Webb Pierce,1975,20,2:41,Track 'D5',Single,False
417,N/A,Webb Pierce,"Well I ain't never I ain't never
Seen nobody like you no no no never have I ever seen nobody like you
You call me up and say to meet me at nine
I have to hurry hurry but I'm there on time
I walk right up and knock on your door the landlord says she ain't a here no more
I ain't never oh darling seen nobody like you
Hoo hoo but I love you yeah I love you I love you just the same

Well you tell me sweet things that you don't mean
You've got me a livin' in a haunted dream
You make me do things I don't wanna do
My friends say oh Webb what's wrong with you
I ain't never oh darling seen nobody like you
Hoo hoo but I love you yeah I love you I love you just the same
I love you just the same I love you just the same",I Ain't Never,The Best Of Webb Pierce,1975,20,1:55,Track 'B1',Single,False
418,N/A,Webb Pierce,"Oh Lord, I'm tired, tired of living this old way
Standing on a corner of a busy street
I'm looking for your face in every crowd I see
Checking every honky tonk in this town
Trying to find the places that you hang around
Oh Lord, I'm tired, tired of living this old way

I've been waiting on you, baby, night and day
I'm wondering if your love will ever come my way
My time is running out and I'm slowing down
Tired of being just another hang around
Oh Lord, I'm tired, tired of living this old way

There ain't no happiness in anything I do
I find myself so lonely when I'm not with you
What makes you just the kind of girl a guy will love
You've got so many others that you're thinking of
Oh Lord, I'm tired, tired of living this old way",I'm Tired,The Best Of Webb Pierce,1975,20,2:10,Track 'B3',Single,False
419,N/A,Webb Pierce,"I'm walking the streets watching the sun go down
Since you went away I'm the loneliest guy in town
The sun's sinking low leaving me sad and blue
Walking the streets I'm thinking only of you

The lights have gone out just like your love has died
I try to hold back tears and hold back my pride
I've got no place to go just wearing out my shoes
Walking the streets I'm walking with the blues

These lonesome ole streets are deserted just like me
A hound dog tags along to share my misery
The suns coming up the milk man's on his way
Walking the streets another lonely day

I'm walking the streets watching the sun go down
Since you went away I'm the loneliest guy in town
The sun's sinking low leaving me sad and blue
Walking the streets I'm thinking only of you",Walking The Streets,The Best Of Webb Pierce,1975,20,2:00,Track 'B4',Single,False
420,N/A,Webb Pierce,,"Don't Do It, Darlin'",The Best Of Webb Pierce,1975,20,2:45,Track 'B5',Single,False
421,N/A,Webb Pierce,"Send my letters in care of the Tupelo County Jail
Come on and write, write, write me a letter send that letter by mail
Send that letter in care of the Tupelo County Jail
Come on and wish me the best of luck dear that's the one to go my bail
There's never been a place so lonely as the Tupelo County Jail
Fill that letter full of kisses gonna have me a ball
Baby kisses on paper are better than no kisses at all
Come on and write, write, write me a letter send that letter by mail
Send that letter in care of the Tupelo County Jail
Fill that letter full of kisses gonna have me a ball
Baby kisses on paper are better than no kisses at all
Come on and write, write, write me a letter send that letter by mail
Send that letter in care of the Tupelo County Jail
Send that letter in care of the Tupelo County Jail",Tupelo County Jail,The Best Of Webb Pierce,1975,20,3:14,Track 'C1',Single,False
422,N/A,Webb Pierce,"Alla my love alla my love 
Alla my love's for you
Alla my love alla my love 
Alla my love is true

The prettiest girl in all the world 
Is soon gonna say I do
But she told me the other night 
That alla my love's for you

Alla my love alla my love 
Alla my love's for you
Alla my love alla my love 
Alla my love is true

There's been other girls in this boy's life 
And you'd loved other boys too
I didn't know what real love was 
Till I fell in love with you

Alla my love alla my love 
Alla my love's for you
Alla my love alla my love 
Alla my love is true

When I was a young lad mom told me 
Let your love be true
Now since we've met I can't forget 
What mom told me to do  

Alla my love alla my love 
Alla my love's for you
Alla my love alla my love 
Alla my love is true
Alla my love is true",Alla My Love,The Best Of Webb Pierce,1975,20,1:53,Track 'C2',Single,False
423,N/A,Webb Pierce,"A night with no moonlight, a day with no sun
A plane with no pilot, a watch that won't run
A tree with no branches, a rose with no dew
A boy with no sweetheart that's me without you

A train with no whistle, a car with no gas
A well with no water, a show with no cast
A love with no future, a sky with no blue
A boy with no sweetheart that's me without you

A bank with no money, a top that won't spin
A book with no story, a love I can't win
A chair with no bottom, a rig with no crew
A song with no music that's me without you

A train with no whistle, a car with no gas
A well with no water, a show with no cast
A court with no jury, a church with no pew
A boy with no sweetheart that's me without you",That's Me Without You,The Best Of Webb Pierce,1975,20,2:27,Track 'C3',Single,False
424,N/A,Webb Pierce,"Now I don't care if I'm not the first love you've known
Just so I'll be the last
Now I don't care if I'm not the first one you've kissed
Darling, I'll never ask

Yesterday's gone, just love me from now on
Be true to me forget about the past
For I don't care if I'm not the first love you've known
Just so I'll be the last

Now I don't care if I'm not the first love you've known
Just so I'll be the last
Now I don't care if I'm not the first one you've kissed
Darling, I'll never ask

Yesterday's gone, just love me from now on
Forsaking all the others in the past
For I don't care if I'm not the first love you've known
Just so I'll be the last",I Don't Care,The Best Of Webb Pierce,1975,20,1:55,Track 'C4',Single,False
425,N/A,Webb Pierce,"I'll live every day for you I'll breath ever breath for you
And if I'm mean and make you blue it's my way of loving you
If I say that you're untrue and it breaks your heart in two
I can't help these things I do it's my way of loving you
Try to understad my love look into my heart
Can't you see I'd want to die if we'd ever part
All my life I'll love you so there'll be times it may not show
That my love for you is true it's my way of loving you
Try to understad my love...",It's My Way,The Best Of Webb Pierce,1975,20,2:08,Track 'C5',Single,False
426,N/A,Ernest Ashworth,,You'll Hear My Heart Break,You Can't Pick A Rose In December / You'll Hear My Heart Break,1960,2,2:09,Track 'B',Single,False
427,N/A,Lewis Pruitt,,(You'll Make) A Fool Of Me,Timbrook / (You'll Make) A Fool Of Me,1960,2,2:29,Track 'B',Single,False
428,N/A,Charlie Ryan,,Glittering Steel,Hot Rod Lincoln Drags Again!,1964,12,,Track 'A2',Album,False
429,N/A,Charlie Ryan,,Cadillac Bounce,Hot Rod Lincoln Drags Again!,1964,12,,Track 'A3',Album,False
430,N/A,Charlie Ryan,,Seat Belt Charlie,Hot Rod Lincoln Drags Again!,1964,12,,Track 'A4',Album,False
431,N/A,Charlie Ryan,,Hot Rod Race,Hot Rod Lincoln Drags Again!,1964,12,,Track 'A5',Album,False
432,N/A,Charlie Ryan,,The Dart & The Lincoln,Hot Rod Lincoln Drags Again!,1964,12,,Track 'A6',Album,False
433,N/A,Charlie Ryan,,Burlington Chase,Hot Rod Lincoln Drags Again!,1964,12,,Track 'B1',Album,False
